PC1,PC2,spectral_cluster,dbscan_cluster
-2.2010339086558406,1.819192529609168,0,1
-0.3211876810850473,0.5574701298669889,2,0
1.1979135813900943,-0.32823324377968,2,3
-2.595435795265856,0.3696378947996016,2,0
-1.592564890316114,1.1458474863011638,0,1
-1.3853810474762536,0.4445987145911848,2,0
-0.734262572736703,-0.4892861978467649,1,3
-1.6018376033256234,0.98207504404019,0,1
-0.551382503502777,-0.3987273702872408,1,3
-1.240272686457795,0.5576696351963191,2,0
-0.5658123778150451,1.0871696477051485,0,1
1.4662525136600717,-0.3156913357276728,2,3
0.338365365053351,-0.2215129930090837,2,3
-1.7679184771476733,0.433441354751852,2,0
0.1397461891050405,-0.3789027887875376,1,3
-2.0286332685845254,0.4294036839612383,2,0
-1.576919181791716,-0.5126536135583991,1,3
-2.0263973256360064,0.4297674709842089,2,0
-2.1104037234282638,0.4280770100069467,2,0
-2.1094325619710617,0.4282350175874053,2,0
-2.111053351211992,0.4279713158264945,2,0
-2.109755846664944,0.428182419297079,2,0
-2.1091097115079265,0.4282875452285629,2,0
-1.2178557829381862,-0.5874838978051576,1,3
0.6249222017029067,-0.3945749815196397,2,3
-2.1087872941106003,0.4283400024100867,2,0
0.4449101106869209,-0.3891412342250835,2,3
-2.109755846664944,0.428182419297079,2,0
0.5482972651944358,-0.3860839475236127,2,3
1.134760228572721,-0.3385257740609204,2,3
-2.108465308618824,0.4283923893207502,2,0
-2.1087872941106003,0.4283400024100867,2,0
-2.1078226287341546,0.4284969530808057,2,0
